judge_model,model_slug,skill,task_id,repeat,original_quality,contractual_quality,delta
gpt-5.5,claude_opus_4_7,deal-closer-playbook,004,2,4.625,5.000,0.375
gpt-5.5,claude_opus_4_7,deal-closer-playbook,005,2,4.750,4.875,0.125
gpt-5.5,claude_opus_4_7,deal-closer-playbook,005,1,5.000,4.750,-0.250
gpt-5.5,claude_opus_4_7,deal-closer-playbook,006,1,4.750,5.000,0.250
gpt-5.5,claude_opus_4_7,deal-closer-playbook,006,2,5.000,5.000,0.000
gpt-5.5,claude_opus_4_7,dependency-auditor,001,1,4.750,5.000,0.250
gpt-5.5,claude_opus_4_7,dependency-auditor,001,2,4.875,4.875,0.000
gpt-5.5,claude_opus_4_7,dependency-auditor,002,1,4.875,5.000,0.125
gpt-5.5,claude_opus_4_7,dependency-auditor,002,2,4.875,5.000,0.125
gpt-5.5,claude_opus_4_7,dependency-auditor,003,1,4.875,5.000,0.125
gpt-5.5,claude_opus_4_7,dependency-auditor,003,2,4.875,5.000,0.125
gpt-5.5,claude_opus_4_7,dependency-auditor,004,1,5.000,5.000,0.000
gpt-5.5,claude_opus_4_7,dependency-auditor,004,2,5.000,5.000,0.000
gpt-5.5,claude_opus_4_7,dependency-auditor,005,1,4.875,5.000,0.125
gpt-5.5,claude_opus_4_7,dependency-auditor,005,2,4.875,5.000,0.125
gpt-5.5,claude_opus_4_7,dependency-auditor,006,2,4.875,5.000,0.125
gpt-5.5,claude_opus_4_7,dependency-auditor,006,1,4.875,5.000,0.125
gpt-5.5,claude_opus_4_7,product-manager,001,1,4.625,5.000,0.375
gpt-5.5,claude_opus_4_7,product-manager,001,2,5.000,5.000,0.000
gpt-5.5,claude_opus_4_7,product-manager,002,2,5.000,5.000,0.000
gpt-5.5,claude_opus_4_7,product-manager,002,1,4.875,5.000,0.125
gpt-5.5,claude_opus_4_7,product-manager,003,2,5.000,5.000,0.000
gpt-5.5,claude_opus_4_7,product-manager,003,1,5.000,5.000,0.000
gpt-5.5,claude_opus_4_7,product-manager,004,1,5.000,5.000,0.000
gpt-5.5,claude_opus_4_7,product-manager,004,2,5.000,5.000,0.000
gpt-5.5,claude_opus_4_7,product-manager,005,2,5.000,5.000,0.000
gpt-5.5,claude_opus_4_7,product-manager,005,1,4.875,5.000,0.125
gpt-5.5,claude_opus_4_7,product-manager,006,2,4.750,5.000,0.250
gpt-5.5,claude_opus_4_7,product-manager,006,1,4.875,5.000,0.125
gpt-5.5,claude_opus_4_7,renewal-predictor,001,2,4.125,5.000,0.875
gpt-5.5,claude_opus_4_7,renewal-predictor,001,1,4.125,5.000,0.875
gpt-5.5,claude_opus_4_7,renewal-predictor,002,1,4.500,4.875,0.375
gpt-5.5,claude_opus_4_7,renewal-predictor,002,2,4.625,5.000,0.375
gpt-5.5,claude_opus_4_7,renewal-predictor,003,2,4.625,5.000,0.375
gpt-5.5,claude_opus_4_7,renewal-predictor,003,1,4.375,5.000,0.625
gpt-5.5,claude_opus_4_7,renewal-predictor,004,2,4.250,5.000,0.750
gpt-5.5,claude_opus_4_7,renewal-predictor,004,1,4.625,4.875,0.250
gpt-5.5,claude_opus_4_7,renewal-predictor,005,1,4.875,5.000,0.125
gpt-5.5,claude_opus_4_7,renewal-predictor,005,2,4.875,4.875,0.000
gpt-5.5,claude_opus_4_7,renewal-predictor,006,1,4.625,4.875,0.250
gpt-5.5,claude_opus_4_7,renewal-predictor,006,2,4.625,5.000,0.375
gpt-5.5,claude_opus_4_7,security-auditor,001,1,4.125,5.000,0.875
gpt-5.5,claude_opus_4_7,security-auditor,001,2,4.875,4.875,0.000
gpt-5.5,claude_opus_4_7,security-auditor,002,1,5.000,5.000,0.000
gpt-5.5,claude_opus_4_7,security-auditor,002,2,5.000,4.875,-0.125
gpt-5.5,claude_opus_4_7,security-auditor,003,2,4.875,5.000,0.125
gpt-5.5,claude_opus_4_7,security-auditor,003,1,5.000,5.000,0.000
gpt-5.5,claude_opus_4_7,security-auditor,004,1,5.000,5.000,0.000
gpt-5.5,claude_opus_4_7,security-auditor,004,2,4.750,5.000,0.250
gpt-5.5,claude_opus_4_7,security-auditor,005,1,4.875,5.000,0.125
gpt-5.5,claude_opus_4_7,security-auditor,005,2,4.875,5.000,0.125
gpt-5.5,claude_opus_4_7,security-auditor,006,1,2.875,5.000,2.125
gpt-5.5,claude_opus_4_7,security-auditor,006,2,4.875,4.875,0.000
gpt-5.5,claude_opus_4_7,test-driven-development,001,1,4.750,5.000,0.250
gpt-5.5,claude_opus_4_7,test-driven-development,002,1,5.000,5.000,0.000
gpt-5.5,claude_opus_4_7,test-driven-development,001,2,4.875,5.000,0.125
gpt-5.5,claude_opus_4_7,test-driven-development,002,2,4.875,4.875,0.000
gpt-5.5,claude_opus_4_7,test-driven-development,003,1,4.875,5.000,0.125
gpt-5.5,claude_opus_4_7,test-driven-development,003,2,5.000,4.875,-0.125
gpt-5.5,claude_opus_4_7,test-driven-development,004,1,5.000,4.875,-0.125
gpt-5.5,claude_opus_4_7,test-driven-development,004,2,5.000,4.875,-0.125
gpt-5.5,claude_opus_4_7,test-driven-development,005,1,5.000,4.875,-0.125
gpt-5.5,claude_opus_4_7,test-driven-development,005,2,5.000,5.000,0.000
gpt-5.5,claude_opus_4_7,test-driven-development,006,2,3.625,4.875,1.250
gpt-5.5,claude_opus_4_7,test-driven-development,006,1,4.750,4.875,0.125
gpt-5.5,deepseek_v4_pro,api-design-principles,001,1,4.375,4.875,0.500
gpt-5.5,deepseek_v4_pro,api-design-principles,001,2,4.750,4.750,0.000
gpt-5.5,deepseek_v4_pro,api-design-principles,002,1,5.000,5.000,0.000
gpt-5.5,deepseek_v4_pro,api-design-principles,002,2,4.750,4.875,0.125
gpt-5.5,deepseek_v4_pro,api-design-principles,003,1,4.875,4.750,-0.125
gpt-5.5,deepseek_v4_pro,api-design-principles,003,2,4.875,4.750,-0.125
gpt-5.5,deepseek_v4_pro,api-design-principles,004,1,4.875,5.000,0.125
gpt-5.5,deepseek_v4_pro,api-design-principles,004,2,5.000,4.875,-0.125
gpt-5.5,deepseek_v4_pro,api-design-principles,005,1,4.875,5.000,0.125
gpt-5.5,deepseek_v4_pro,api-design-principles,005,2,4.750,4.750,0.000
gpt-5.5,deepseek_v4_pro,api-design-principles,006,1,4.625,4.750,0.125
gpt-5.5,deepseek_v4_pro,api-design-principles,006,2,3.625,4.750,1.125
gpt-5.5,deepseek_v4_pro,brainstorming,001,1,2.625,3.125,0.500
gpt-5.5,deepseek_v4_pro,brainstorming,001,2,4.750,3.125,-1.625
gpt-5.5,deepseek_v4_pro,brainstorming,002,1,3.875,4.875,1.000
gpt-5.5,deepseek_v4_pro,brainstorming,002,2,3.875,4.875,1.000
gpt-5.5,deepseek_v4_pro,brainstorming,003,1,4.250,4.625,0.375
gpt-5.5,deepseek_v4_pro,brainstorming,003,2,4.625,4.875,0.250
gpt-5.5,deepseek_v4_pro,brainstorming,004,1,3.500,3.625,0.125
gpt-5.5,deepseek_v4_pro,brainstorming,005,1,5.000,5.000,0.000
gpt-5.5,deepseek_v4_pro,brainstorming,005,2,5.000,5.000,0.000
gpt-5.5,deepseek_v4_pro,brainstorming,004,2,2.750,4.625,1.875
gpt-5.5,deepseek_v4_pro,brainstorming,006,1,4.625,5.000,0.375
gpt-5.5,deepseek_v4_pro,brainstorming,006,2,4.250,4.375,0.125
gpt-5.5,deepseek_v4_pro,deal-closer-playbook,001,1,3.250,4.875,1.625
gpt-5.5,deepseek_v4_pro,deal-closer-playbook,002,1,4.500,5.000,0.500
gpt-5.5,deepseek_v4_pro,deal-closer-playbook,001,2,2.250,4.875,2.625
gpt-5.5,deepseek_v4_pro,deal-closer-playbook,002,2,4.125,5.000,0.875
gpt-5.5,deepseek_v4_pro,deal-closer-playbook,003,1,4.875,4.625,-0.250
gpt-5.5,deepseek_v4_pro,deal-closer-playbook,003,2,4.750,4.875,0.125
gpt-5.5,deepseek_v4_pro,deal-closer-playbook,004,1,4.125,4.875,0.750
gpt-5.5,deepseek_v4_pro,deal-closer-playbook,004,2,4.500,5.000,0.500
gpt-5.5,deepseek_v4_pro,deal-closer-playbook,005,1,5.000,5.000,0.000
gpt-5.5,deepseek_v4_pro,deal-closer-playbook,005,2,4.750,4.875,0.125
gpt-5.5,deepseek_v4_pro,deal-closer-playbook,006,2,4.500,4.875,0.375
gpt-5.5,deepseek_v4_pro,deal-closer-playbook,006,1,4.500,5.000,0.500
gpt-5.5,deepseek_v4_pro,dependency-auditor,002,1,4.625,5.000,0.375
gpt-5.5,deepseek_v4_pro,dependency-auditor,001,2,3.375,4.875,1.500
gpt-5.5,deepseek_v4_pro,dependency-auditor,001,1,3.875,4.250,0.375
gpt-5.5,deepseek_v4_pro,dependency-auditor,002,2,4.750,5.000,0.250
gpt-5.5,deepseek_v4_pro,dependency-auditor,003,2,4.750,5.000,0.250
gpt-5.5,deepseek_v4_pro,dependency-auditor,003,1,4.625,5.000,0.375
gpt-5.5,deepseek_v4_pro,dependency-auditor,004,2,4.875,5.000,0.125
gpt-5.5,deepseek_v4_pro,dependency-auditor,004,1,4.875,4.875,0.000
gpt-5.5,deepseek_v4_pro,dependency-auditor,005,1,3.625,4.875,1.250
gpt-5.5,deepseek_v4_pro,dependency-auditor,005,2,4.000,4.875,0.875
gpt-5.5,deepseek_v4_pro,dependency-auditor,006,1,4.625,4.875,0.250
gpt-5.5,deepseek_v4_pro,dependency-auditor,006,2,4.625,4.875,0.250
gpt-5.5,deepseek_v4_pro,product-manager,001,1,4.625,5.000,0.375
gpt-5.5,deepseek_v4_pro,product-manager,001,2,4.250,5.000,0.750
gpt-5.5,deepseek_v4_pro,product-manager,002,1,4.625,5.000,0.375
gpt-5.5,deepseek_v4_pro,product-manager,002,2,5.000,5.000,0.000
gpt-5.5,deepseek_v4_pro,product-manager,003,1,4.875,5.000,0.125
gpt-5.5,deepseek_v4_pro,product-manager,003,2,4.875,4.750,-0.125
gpt-5.5,deepseek_v4_pro,product-manager,004,2,4.875,5.000,0.125
gpt-5.5,deepseek_v4_pro,product-manager,004,1,4.875,5.000,0.125
gpt-5.5,deepseek_v4_pro,product-manager,005,1,3.500,5.000,1.500
gpt-5.5,deepseek_v4_pro,product-manager,005,2,4.750,5.000,0.250
gpt-5.5,deepseek_v4_pro,product-manager,006,1,4.625,5.000,0.375
gpt-5.5,deepseek_v4_pro,product-manager,006,2,3.750,4.875,1.125
gpt-5.5,deepseek_v4_pro,renewal-predictor,001,1,3.750,5.000,1.250
gpt-5.5,deepseek_v4_pro,renewal-predictor,001,2,3.625,4.750,1.125
gpt-5.5,deepseek_v4_pro,renewal-predictor,002,1,2.375,5.000,2.625
gpt-5.5,deepseek_v4_pro,renewal-predictor,002,2,4.125,4.875,0.750
gpt-5.5,deepseek_v4_pro,renewal-predictor,003,2,4.750,4.875,0.125
gpt-5.5,deepseek_v4_pro,renewal-predictor,003,1,3.500,5.000,1.500
gpt-5.5,deepseek_v4_pro,renewal-predictor,004,1,4.000,4.875,0.875
gpt-5.5,deepseek_v4_pro,renewal-predictor,004,2,4.250,4.875,0.625
gpt-5.5,deepseek_v4_pro,renewal-predictor,005,2,4.750,5.000,0.250
gpt-5.5,deepseek_v4_pro,renewal-predictor,005,1,4.625,4.875,0.250
gpt-5.5,deepseek_v4_pro,renewal-predictor,006,1,4.375,4.750,0.375
gpt-5.5,deepseek_v4_pro,renewal-predictor,006,2,3.375,4.875,1.500
gpt-5.5,deepseek_v4_pro,security-auditor,001,1,4.625,5.000,0.375
gpt-5.5,deepseek_v4_pro,security-auditor,001,2,4.750,5.000,0.250
gpt-5.5,deepseek_v4_pro,security-auditor,002,1,4.750,4.875,0.125
gpt-5.5,deepseek_v4_pro,security-auditor,002,2,4.875,4.875,0.000
gpt-5.5,deepseek_v4_pro,security-auditor,003,1,5.000,5.000,0.000
gpt-5.5,deepseek_v4_pro,security-auditor,003,2,5.000,4.875,-0.125
gpt-5.5,deepseek_v4_pro,security-auditor,004,1,4.875,5.000,0.125
gpt-5.5,deepseek_v4_pro,security-auditor,004,2,4.625,4.875,0.250
gpt-5.5,deepseek_v4_pro,security-auditor,005,2,5.000,5.000,0.000
gpt-5.5,deepseek_v4_pro,security-auditor,005,1,4.875,5.000,0.125
gpt-5.5,deepseek_v4_pro,security-auditor,006,1,4.250,4.750,0.500
gpt-5.5,deepseek_v4_pro,security-auditor,006,2,3.875,3.750,-0.125
gpt-5.5,deepseek_v4_pro,test-driven-development,001,2,4.375,4.875,0.500
gpt-5.5,deepseek_v4_pro,test-driven-development,001,1,3.500,4.000,0.500
gpt-5.5,deepseek_v4_pro,test-driven-development,002,1,4.875,4.750,-0.125
gpt-5.5,deepseek_v4_pro,test-driven-development,002,2,4.750,4.750,0.000
gpt-5.5,deepseek_v4_pro,test-driven-development,003,1,4.750,5.000,0.250
gpt-5.5,deepseek_v4_pro,test-driven-development,003,2,4.625,4.875,0.250
gpt-5.5,deepseek_v4_pro,test-driven-development,004,2,4.875,4.875,0.000
gpt-5.5,deepseek_v4_pro,test-driven-development,004,1,5.000,4.875,-0.125
gpt-5.5,deepseek_v4_pro,test-driven-development,005,1,4.750,4.625,-0.125
gpt-5.5,deepseek_v4_pro,test-driven-development,005,2,4.625,4.750,0.125
gpt-5.5,deepseek_v4_pro,test-driven-development,006,1,4.375,3.125,-1.250
gpt-5.5,deepseek_v4_pro,test-driven-development,006,2,2.375,3.250,0.875
gpt-5.5,gemini_31_pro_preview,api-design-principles,001,1,4.500,5.000,0.500
gpt-5.5,gemini_31_pro_preview,api-design-principles,001,2,4.500,5.000,0.500
gpt-5.5,gemini_31_pro_preview,api-design-principles,002,2,4.250,4.875,0.625
gpt-5.5,gemini_31_pro_preview,api-design-principles,002,1,4.750,4.875,0.125
gpt-5.5,gemini_31_pro_preview,api-design-principles,003,1,4.875,5.000,0.125
gpt-5.5,gemini_31_pro_preview,api-design-principles,003,2,4.750,4.875,0.125
gpt-5.5,gemini_31_pro_preview,api-design-principles,004,2,4.750,4.875,0.125
gpt-5.5,gemini_31_pro_preview,api-design-principles,004,1,4.750,4.625,-0.125
gpt-5.5,gemini_31_pro_preview,api-design-principles,005,1,4.750,4.750,0.000
gpt-5.5,gemini_31_pro_preview,api-design-principles,005,2,4.875,5.000,0.125
gpt-5.5,gemini_31_pro_preview,api-design-principles,006,1,3.500,4.625,1.125
gpt-5.5,gemini_31_pro_preview,api-design-principles,006,2,4.750,4.875,0.125
gpt-5.5,gemini_31_pro_preview,brainstorming,001,1,2.375,5.000,2.625
gpt-5.5,gemini_31_pro_preview,brainstorming,001,2,2.125,4.875,2.750
gpt-5.5,gemini_31_pro_preview,brainstorming,002,1,4.000,4.500,0.500
gpt-5.5,gemini_31_pro_preview,brainstorming,002,2,3.875,4.625,0.750
gpt-5.5,gemini_31_pro_preview,brainstorming,003,1,3.750,4.875,1.125
gpt-5.5,gemini_31_pro_preview,brainstorming,004,1,3.375,3.500,0.125
gpt-5.5,gemini_31_pro_preview,brainstorming,003,2,3.625,4.875,1.250
gpt-5.5,gemini_31_pro_preview,brainstorming,004,2,3.000,3.750,0.750
gpt-5.5,gemini_31_pro_preview,brainstorming,005,2,4.875,5.000,0.125
gpt-5.5,gemini_31_pro_preview,brainstorming,005,1,4.875,5.000,0.125
gpt-5.5,gemini_31_pro_preview,brainstorming,006,1,4.625,5.000,0.375
gpt-5.5,gemini_31_pro_preview,brainstorming,006,2,4.500,4.500,0.000
gpt-5.5,gemini_31_pro_preview,deal-closer-playbook,001,2,3.750,4.750,1.000
gpt-5.5,gemini_31_pro_preview,deal-closer-playbook,002,1,4.250,5.000,0.750
gpt-5.5,gemini_31_pro_preview,deal-closer-playbook,002,2,4.750,5.000,0.250
gpt-5.5,gemini_31_pro_preview,deal-closer-playbook,001,1,3.625,4.875,1.250
gpt-5.5,gemini_31_pro_preview,deal-closer-playbook,003,1,4.750,4.750,0.000
gpt-5.5,gemini_31_pro_preview,deal-closer-playbook,003,2,4.750,5.000,0.250
gpt-5.5,gemini_31_pro_preview,deal-closer-playbook,004,1,2.250,4.875,2.625
gpt-5.5,gemini_31_pro_preview,deal-closer-playbook,004,2,3.500,4.750,1.250
gpt-5.5,gemini_31_pro_preview,deal-closer-playbook,005,1,4.375,4.875,0.500
gpt-5.5,gemini_31_pro_preview,deal-closer-playbook,005,2,3.500,4.750,1.250
gpt-5.5,gemini_31_pro_preview,deal-closer-playbook,006,1,4.125,4.625,0.500
gpt-5.5,gemini_31_pro_preview,deal-closer-playbook,006,2,3.875,4.875,1.000
gpt-5.5,gemini_31_pro_preview,dependency-auditor,001,2,4.125,4.875,0.750
gpt-5.5,gemini_31_pro_preview,dependency-auditor,001,1,4.500,4.875,0.375
gpt-5.5,gemini_31_pro_preview,dependency-auditor,002,1,4.875,4.875,0.000
gpt-5.5,gemini_31_pro_preview,dependency-auditor,002,2,4.750,5.000,0.250
gpt-5.5,gemini_31_pro_preview,dependency-auditor,003,2,4.750,5.000,0.250
gpt-5.5,gemini_31_pro_preview,dependency-auditor,003,1,4.750,5.000,0.250
gpt-5.5,gemini_31_pro_preview,dependency-auditor,004,1,4.875,5.000,0.125
gpt-5.5,gemini_31_pro_preview,dependency-auditor,004,2,4.875,5.000,0.125
gpt-5.5,gemini_31_pro_preview,dependency-auditor,005,1,4.625,4.625,0.000
gpt-5.5,gemini_31_pro_preview,dependency-auditor,005,2,4.125,4.875,0.750
gpt-5.5,gemini_31_pro_preview,dependency-auditor,006,1,3.375,5.000,1.625
gpt-5.5,gemini_31_pro_preview,dependency-auditor,006,2,4.000,5.000,1.000
gpt-5.5,gemini_31_pro_preview,product-manager,001,2,4.375,5.000,0.625
gpt-5.5,gemini_31_pro_preview,product-manager,001,1,4.500,5.000,0.500
gpt-5.5,gemini_31_pro_preview,product-manager,002,1,4.875,5.000,0.125
gpt-5.5,gemini_31_pro_preview,product-manager,002,2,4.875,4.875,0.000
gpt-5.5,gemini_31_pro_preview,product-manager,003,1,4.875,5.000,0.125
gpt-5.5,gemini_31_pro_preview,product-manager,003,2,5.000,5.000,0.000
gpt-5.5,gemini_31_pro_preview,product-manager,004,1,4.750,5.000,0.250
gpt-5.5,gemini_31_pro_preview,product-manager,004,2,4.625,5.000,0.375
gpt-5.5,gemini_31_pro_preview,product-manager,005,1,3.750,5.000,1.250
gpt-5.5,gemini_31_pro_preview,product-manager,005,2,3.750,5.000,1.250
gpt-5.5,gemini_31_pro_preview,product-manager,006,1,4.625,4.875,0.250
gpt-5.5,gemini_31_pro_preview,product-manager,006,2,4.500,5.000,0.500
gpt-5.5,gemini_31_pro_preview,renewal-predictor,001,1,4.250,5.000,0.750
gpt-5.5,gemini_31_pro_preview,renewal-predictor,001,2,4.375,4.875,0.500
gpt-5.5,gemini_31_pro_preview,renewal-predictor,002,1,2.250,5.000,2.750
gpt-5.5,gemini_31_pro_preview,renewal-predictor,002,2,3.250,5.000,1.750
gpt-5.5,gemini_31_pro_preview,renewal-predictor,003,2,4.500,4.875,0.375
gpt-5.5,gemini_31_pro_preview,renewal-predictor,003,1,4.000,5.000,1.000
gpt-5.5,gemini_31_pro_preview,renewal-predictor,004,1,4.125,4.875,0.750
gpt-5.5,gemini_31_pro_preview,renewal-predictor,004,2,4.125,4.875,0.750
gpt-5.5,gemini_31_pro_preview,renewal-predictor,005,2,4.375,4.875,0.500
gpt-5.5,gemini_31_pro_preview,renewal-predictor,005,1,3.750,4.875,1.125
gpt-5.5,gemini_31_pro_preview,renewal-predictor,006,2,3.750,5.000,1.250
gpt-5.5,gemini_31_pro_preview,security-auditor,001,1,4.750,5.000,0.250
gpt-5.5,gemini_31_pro_preview,renewal-predictor,006,1,3.125,4.750,1.625
gpt-5.5,gemini_31_pro_preview,security-auditor,001,2,4.750,5.000,0.250
gpt-5.5,gemini_31_pro_preview,security-auditor,002,1,4.750,4.875,0.125
gpt-5.5,gemini_31_pro_preview,security-auditor,002,2,4.875,4.750,-0.125
gpt-5.5,gemini_31_pro_preview,security-auditor,003,1,5.000,5.000,0.000
gpt-5.5,gemini_31_pro_preview,security-auditor,003,2,4.750,4.875,0.125
gpt-5.5,gemini_31_pro_preview,security-auditor,004,1,5.000,4.750,-0.250
gpt-5.5,gemini_31_pro_preview,security-auditor,004,2,4.875,4.875,0.000
gpt-5.5,gemini_31_pro_preview,security-auditor,005,2,4.750,4.750,0.000
gpt-5.5,gemini_31_pro_preview,security-auditor,005,1,5.000,4.875,-0.125
gpt-5.5,gemini_31_pro_preview,security-auditor,006,2,3.375,4.750,1.375
gpt-5.5,gemini_31_pro_preview,security-auditor,006,1,4.500,4.875,0.375
gpt-5.5,gemini_31_pro_preview,test-driven-development,001,1,4.250,4.500,0.250
gpt-5.5,gemini_31_pro_preview,test-driven-development,001,2,4.250,4.500,0.250
gpt-5.5,gemini_31_pro_preview,test-driven-development,002,1,4.625,4.875,0.250
gpt-5.5,gemini_31_pro_preview,test-driven-development,002,2,4.750,4.625,-0.125
gpt-5.5,gemini_31_pro_preview,test-driven-development,003,1,4.625,5.000,0.375
gpt-5.5,gemini_31_pro_preview,test-driven-development,003,2,4.625,4.875,0.250
gpt-5.5,gemini_31_pro_preview,test-driven-development,004,2,4.500,5.000,0.500
gpt-5.5,gemini_31_pro_preview,test-driven-development,004,1,4.500,5.000,0.500
gpt-5.5,gemini_31_pro_preview,test-driven-development,005,2,4.625,4.875,0.250
gpt-5.5,gemini_31_pro_preview,test-driven-development,005,1,4.625,4.750,0.125
gpt-5.5,gemini_31_pro_preview,test-driven-development,006,1,3.875,4.875,1.000
gpt-5.5,gemini_31_pro_preview,test-driven-development,006,2,3.625,4.625,1.000
gpt-5.5,gpt_55,api-design-principles,001,1,4.625,5.000,0.375
gpt-5.5,gpt_55,api-design-principles,001,2,4.750,5.000,0.250
gpt-5.5,gpt_55,api-design-principles,002,1,5.000,5.000,0.000
gpt-5.5,gpt_55,api-design-principles,002,2,5.000,5.000,0.000
gpt-5.5,gpt_55,api-design-principles,003,1,4.875,4.875,0.000
gpt-5.5,gpt_55,api-design-principles,003,2,5.000,5.000,0.000
gpt-5.5,gpt_55,api-design-principles,004,1,4.875,5.000,0.125
gpt-5.5,gpt_55,api-design-principles,004,2,5.000,4.875,-0.125
gpt-5.5,gpt_55,api-design-principles,005,2,5.000,5.000,0.000
gpt-5.5,gpt_55,api-design-principles,005,1,5.000,5.000,0.000
gpt-5.5,gpt_55,api-design-principles,006,1,5.000,5.000,0.000
gpt-5.5,gpt_55,api-design-principles,006,2,4.875,5.000,0.125
gpt-5.5,gpt_55,brainstorming,001,1,3.625,5.000,1.375
gpt-5.5,gpt_55,brainstorming,001,2,3.125,5.000,1.875
gpt-5.5,gpt_55,brainstorming,002,2,4.625,5.000,0.375
gpt-5.5,gpt_55,brainstorming,002,1,4.875,5.000,0.125
gpt-5.5,gpt_55,brainstorming,003,1,4.875,5.000,0.125
gpt-5.5,gpt_55,brainstorming,003,2,5.000,5.000,0.000
gpt-5.5,gpt_55,brainstorming,004,1,3.375,5.000,1.625
gpt-5.5,gpt_55,brainstorming,004,2,3.625,4.875,1.250
gpt-5.5,gpt_55,brainstorming,005,1,4.875,5.000,0.125
gpt-5.5,gpt_55,brainstorming,005,2,5.000,4.875,-0.125
gpt-5.5,gpt_55,brainstorming,006,1,4.875,5.000,0.125
gpt-5.5,gpt_55,brainstorming,006,2,4.875,4.750,-0.125
gpt-5.5,gpt_55,deal-closer-playbook,001,1,4.875,5.000,0.125
gpt-5.5,gpt_55,deal-closer-playbook,001,2,4.875,5.000,0.125
gpt-5.5,gpt_55,deal-closer-playbook,002,1,5.000,5.000,0.000
gpt-5.5,gpt_55,deal-closer-playbook,002,2,4.875,5.000,0.125
gpt-5.5,gpt_55,deal-closer-playbook,003,1,5.000,5.000,0.000
gpt-5.5,gpt_55,deal-closer-playbook,003,2,4.875,5.000,0.125
gpt-5.5,gpt_55,deal-closer-playbook,004,1,4.875,5.000,0.125
gpt-5.5,gpt_55,deal-closer-playbook,004,2,5.000,5.000,0.000
gpt-5.5,gpt_55,deal-closer-playbook,005,1,5.000,5.000,0.000
gpt-5.5,gpt_55,deal-closer-playbook,005,2,4.875,4.875,0.000
gpt-5.5,gpt_55,deal-closer-playbook,006,1,5.000,5.000,0.000
gpt-5.5,gpt_55,deal-closer-playbook,006,2,5.000,5.000,0.000
gpt-5.5,gpt_55,dependency-auditor,001,1,4.750,5.000,0.250
gpt-5.5,gpt_55,dependency-auditor,001,2,4.875,5.000,0.125
gpt-5.5,gpt_55,dependency-auditor,002,1,4.875,5.000,0.125
gpt-5.5,gpt_55,dependency-auditor,002,2,4.875,5.000,0.125
gpt-5.5,gpt_55,dependency-auditor,003,2,4.750,5.000,0.250
gpt-5.5,gpt_55,dependency-auditor,003,1,4.875,5.000,0.125
gpt-5.5,gpt_55,dependency-auditor,004,1,4.875,5.000,0.125
gpt-5.5,gpt_55,dependency-auditor,004,2,4.750,5.000,0.250
gpt-5.5,gpt_55,dependency-auditor,005,1,4.750,4.875,0.125
gpt-5.5,gpt_55,dependency-auditor,005,2,4.875,4.875,0.000
gpt-5.5,gpt_55,dependency-auditor,006,1,4.875,5.000,0.125
gpt-5.5,gpt_55,dependency-auditor,006,2,5.000,5.000,0.000
gpt-5.5,gpt_55,product-manager,001,1,4.625,5.000,0.375
gpt-5.5,gpt_55,product-manager,001,2,4.875,5.000,0.125
gpt-5.5,gpt_55,product-manager,002,1,5.000,5.000,0.000
gpt-5.5,gpt_55,product-manager,002,2,5.000,5.000,0.000
gpt-5.5,gpt_55,product-manager,003,1,5.000,5.000,0.000
gpt-5.5,gpt_55,product-manager,003,2,4.875,4.875,0.000
gpt-5.5,gpt_55,product-manager,004,1,5.000,5.000,0.000
gpt-5.5,gpt_55,product-manager,004,2,5.000,5.000,0.000
gpt-5.5,gpt_55,product-manager,005,2,5.000,5.000,0.000
gpt-5.5,gpt_55,product-manager,005,1,4.875,5.000,0.125
gpt-5.5,gpt_55,product-manager,006,1,5.000,5.000,0.000
gpt-5.5,gpt_55,product-manager,006,2,5.000,5.000,0.000
gpt-5.5,gpt_55,renewal-predictor,001,1,4.500,5.000,0.500
gpt-5.5,gpt_55,renewal-predictor,001,2,4.625,5.000,0.375
gpt-5.5,gpt_55,renewal-predictor,002,1,4.625,5.000,0.375
gpt-5.5,gpt_55,renewal-predictor,002,2,4.125,5.000,0.875
gpt-5.5,gpt_55,renewal-predictor,003,1,5.000,5.000,0.000
gpt-5.5,gpt_55,renewal-predictor,003,2,5.000,5.000,0.000
gpt-5.5,gpt_55,renewal-predictor,004,1,4.750,4.875,0.125
gpt-5.5,gpt_55,renewal-predictor,004,2,4.750,5.000,0.250
gpt-5.5,gpt_55,renewal-predictor,005,2,5.000,5.000,0.000
gpt-5.5,gpt_55,renewal-predictor,005,1,4.875,5.000,0.125
gpt-5.5,gpt_55,renewal-predictor,006,1,4.250,5.000,0.750
gpt-5.5,gpt_55,renewal-predictor,006,2,3.750,5.000,1.250
gpt-5.5,gpt_55,security-auditor,001,2,5.000,5.000,0.000
gpt-5.5,gpt_55,security-auditor,001,1,4.875,5.000,0.125
gpt-5.5,gpt_55,security-auditor,002,2,4.875,4.875,0.000
gpt-5.5,gpt_55,security-auditor,002,1,4.875,5.000,0.125
gpt-5.5,gpt_55,security-auditor,003,1,5.000,5.000,0.000
gpt-5.5,gpt_55,security-auditor,003,2,5.000,4.875,-0.125
gpt-5.5,gpt_55,security-auditor,004,1,5.000,5.000,0.000
gpt-5.5,gpt_55,security-auditor,004,2,5.000,5.000,0.000
gpt-5.5,gpt_55,security-auditor,005,1,5.000,5.000,0.000
gpt-5.5,gpt_55,security-auditor,005,2,5.000,1.625,-3.375
gpt-5.5,gpt_55,security-auditor,006,2,4.750,5.000,0.250
